User_ID,Country,Subscription_Plan,Monthly_Fee_USD,Join_Date,Last_Active,Movie_Title,Genre,Watch_Time_Minutes,Average_Rating,Device_Type,Customer_Support_Tickets,Review_Text,Payment_Method
U0906,frnace,P,,2018-12-30,2021-02-03,coco,Dramma,303,6.259576345133846,Smart TV,,,Debit Card
U0907,Canada,Premium,25.0,26/11/2021,05-08-2023,Spider-Man: No Way Home,Action,-50,6.76055665689997,Web,6.0,Slow pacing but great acting,PayPal
U0908,U.K,B,-12.0,01/12/2020,"Nov 09, 2020",coco,"Action, Thriller",-50,,iOS,536.0,Amazing cinematography!,CC
U0909,Australia,Standard,8.99,09/07/2023,09-28-2019,the godfather,Drama,2132,2.4054020432310432,iOS,8.0,spam spam spam spam spam,PayPal
U0910,United Stattes,P,25.0,"Apr 18, 2018",25/07/2019,The Dark Knight,Thriller,-50,2.5,ANDRD,735.0,Loved it! ❤️ Best movie ever!,card
U0911,United Kingdom,B,-12.0,"Aug 24, 2021",2020-01-21,coco,Comedy,-50,6.714679452867177,IOS,649.0,Slow pacing but great acting,Credit Card
U0912,frnace,Basic,-12.0,2020-02-29,2021-01-30,spider-man: no way home,"Action, Thriller",2973,,Web,2.0,spam spam spam spam spam,Debit Card
U0913,germny,B,8.99,06-25-2021,"Apr 17, 2021",inception,"Action, Thriller",4646,,ANDRD,,Slow pacing but great acting,
U0914,australia,prem,8.99,10-25-2020,18/06/2023,dangal,Sci-Fi,-50,1.9811211661718042,android,,,CC
U0915,Brazil,Basic,8.99,"Apr 17, 2019",08-27-2023,the dark knight,"Action, Thriller",5398,0.0,Android,,Slow pacing but great acting,
U0916,United Kingdom,B,15.99,01-11-2021,2023-11-04,the dark knight,Dramma,5583,0.003321370002238311,Smart TV,910.0,Boring 😴,PayPal
U0917,australia,Premium,-12.0,24/04/2022,"May 27, 2019",inception,Comedy,302,,android,8.0,Slow pacing but great acting,PayPal
U0918,U.K,P,-12.0,12/12/2020,08-23-2018,spider-man: no way home,Drama,424,2.942049584840362,android,845.0,,card
U0919,France,P,25.0,2021-02-12,23/04/2018,Inception,Romance,138,5.873639882976577,ANDRD,,,PayPal
U0920,Brazil,prem,-12.0,"Aug 01, 2019",2023-01-14,Coco,Dramma,247,,ANDRD,5.0,Boring 😴,card
U0921,Australia,Premium,8.99,2023-01-04,,Interstellar,Dramma,492,3.2450734838844717,ANDRD,1.0,Boring 😴,Credit Card
U0922,india,standard,25.0,"Dec 24, 2021",2022-02-14,frozen ii,Action,305,2.6,Web,,¡Excelente película!,Debit Card
U0923,India,Premium,-12.0,"Jul 25, 2020","Dec 18, 2020",Spider-Man: No Way Home,Romance,9381,3.6,IOS,0.0,Loved it! ❤️ Best movie ever!,PayPal
U0924,germny,B,12.99,12-03-2023,03-05-2021,Avengers: Endgame,Sci-Fi,-50,4.3,iOS,7.0,,Debit Card
U0925,Japan,Basic,15.99,"Jan 23, 2018",2018-09-12,parasite,Action,-50,,android,717.0,Amazing cinematography!,card
U0926,Japan,P,12.99,08-29-2018,2020-10-20,the dark knight,Dramma,338,,iOS,3.0,Loved it! ❤️ Best movie ever!,Debit Card
U0927,United States,prem,12.99,26/03/2019,25/10/2019,inception,Romance,-50,,Smart TV,10.0,Amazing cinematography!,Debit Card
U0928,United Stattes,Premium,25.0,2021-12-02,09-06-2022,coco,Dramma,-50,-1.1744493098793916,Android,4.0,spam spam spam spam spam,PayPal
U0929,india,Premium,15.99,2019-05-01,31/01/2020,inception,Dramma,312,,IOS,,,PayPal
U0930,germny,B,,2020-02-24,11-08-2019,Parasite,Thriller,-50,3.7697599421888004,android,470.0,,PayPal
U0931,Australia,standard,25.0,"Dec 17, 2023",2022-01-10,Frozen II,Dramma,4704,,iOS,,Amazing cinematography!,CC
U0932,Brazil,Basic,8.99,30/01/2023,27/06/2020,Avengers: Endgame,Dramma,5439,,Web,370.0,Loved it! ❤️ Best movie ever!,
U0933,United Stattes,B,,"Mar 19, 2018",10-05-2022,The Godfather,Sci-Fi,4609,,Android,,Amazing cinematography!,PayPal
U0934,germny,Premium,15.99,2021-12-25,06/08/2021,frozen ii,Drama,-50,,IOS,,spam spam spam spam spam,Debit Card
U0935,United Stattes,Premium,25.0,01-26-2021,08/02/2020,Frozen II,Dramma,1833,,IOS,2.0,¡Excelente película!,Credit Card
U0936,France,standard,8.99,"Mar 09, 2022","Mar 27, 2020",The Dark Knight,Thriller,4169,,ANDRD,,spam spam spam spam spam,
U0937,France,P,12.99,2022-10-26,27/04/2021,Coco,Drama,1208,,Android,848.0,Amazing cinematography!,Credit Card
U0938,Canada,Standard,,"Jul 30, 2022","Aug 12, 2022",Frozen II,"Action, Thriller",483,,Android,3.0,¡Excelente película!,Debit Card
U0939,South Africa,Basic,-12.0,"Feb 24, 2023",,avengers: endgame,Thriller,-50,3.2,iOS,0.0,spam spam spam spam spam,
U0940,India,Basic,-12.0,2018-02-09,12/11/2020,parasite,Action,101,,Smart TV,,spam spam spam spam spam,Credit Card
U0941,France,P,15.99,2021-09-25,05-15-2019,the dark knight,Drama,-50,,iOS,4.0,spam spam spam spam spam,
U0942,frnace,standard,15.99,12/01/2021,"Mar 19, 2021",Inception,Thriller,3712,0.6839321558365552,Web,9.0,¡Excelente película!,
U0943,frnace,standard,25.0,2021-01-19,06-13-2018,The Dark Knight,Dramma,-50,2.1251144929929184,Smart TV,137.0,Loved it! ❤️ Best movie ever!,card
U0944,South Africa,Standard,8.99,2018-11-29,08-24-2023,spider-man: no way home,Action,-50,,ANDRD,805.0,Loved it! ❤️ Best movie ever!,Credit Card
U0945,Japan,P,12.99,"Jan 30, 2020",12-03-2021,The Dark Knight,Thriller,-50,5.2869036577314485,Android,5.0,spam spam spam spam spam,Credit Card
U0946,U.K,prem,12.99,03-04-2022,2019-02-07,parasite,"Action, Thriller",232,,ANDRD,8.0,spam spam spam spam spam,PayPal
U0947,canada,P,25.0,"Feb 01, 2023","Jan 01, 2021",Coco,Romance,19,1.1,Web,,Boring 😴,card
U0948,United States,B,15.99,"May 30, 2021",10-29-2020,interstellar,Romance,4369,,android,976.0,Loved it! ❤️ Best movie ever!,PayPal
U0949,South Africa,prem,12.99,"Feb 25, 2022",12-02-2021,the godfather,Thriller,2383,,android,531.0,spam spam spam spam spam,Credit Card
U0950,Brazil,Basic,-12.0,06-06-2022,2019-03-06,spider-man: no way home,"Action, Thriller",-50,4.5,android,766.0,spam spam spam spam spam,card
U0951,France,standard,-12.0,19/02/2023,15/10/2018,Coco,Dramma,-50,1.6,Web,479.0,¡Excelente película!,
U0952,Australia,prem,25.0,"Jul 25, 2019",23/12/2023,Dangal,Dramma,-50,1.6796837351321492,IOS,,Slow pacing but great acting,PayPal
U0953,South Africa,Premium,-12.0,05-19-2023,02/12/2018,frozen ii,Comedy,341,0.557233234157692,android,,Slow pacing but great acting,Credit Card
U0954,United States,standard,,2018-12-09,2022-10-15,the godfather,Dramma,-50,,Smart TV,,Amazing cinematography!,PayPal
U0955,United States,Standard,,2021-10-14,"Jan 28, 2023",inception,Dramma,2177,,IOS,,Loved it! ❤️ Best movie ever!,card
U0956,canada,standard,12.99,11-10-2022,"Jan 10, 2019",spider-man: no way home,"Action, Thriller",8794,2.7,Smart TV,322.0,,
,United Kingdom,Premium,12.99,28/03/2018,2019-02-14,inception,Comedy,2166,,android,904.0,Loved it! ❤️ Best movie ever!,card
U0958,india,B,15.99,15/09/2020,20/10/2023,avengers: endgame,Comedy,9270,,Android,,Slow pacing but great acting,
U0959,australia,Standard,-12.0,08-12-2018,21/01/2019,inception,Dramma,4833,0.4949827518607046,Smart TV,,,Credit Card
U0960,Australia,P,12.99,12/10/2022,2019-08-02,spider-man: no way home,Sci-Fi,-50,4.174528135412542,Android,9.0,spam spam spam spam spam,PayPal
U0961,australia,Standard,12.99,04-26-2019,,Parasite,Action,-50,4.3,IOS,1.0,Loved it! ❤️ Best movie ever!,card
U0962,U.K,Premium,8.99,2023-06-11,,The Godfather,Romance,-50,2.0,Android,362.0,¡Excelente película!,
U0963,Germany,Premium,,2022-09-09,2023-05-17,coco,Sci-Fi,385,5.024372306905935,Web,6.0,Slow pacing but great acting,CC
U0964,australia,Premium,8.99,03-17-2022,12-30-2021,the dark knight,Dramma,2204,-1.4879354191418548,android,851.0,¡Excelente película!,card
U0965,United Stattes,standard,8.99,"Jun 21, 2020",06-01-2018,inception,Dramma,-50,2.9,IOS,642.0,spam spam spam spam spam,CC
U0966,Canada,Standard,15.99,2020-06-19,2018-08-06,Interstellar,Dramma,6172,0.42100394205776936,ANDRD,935.0,Slow pacing but great acting,card
U0967,Brazil,Basic,12.99,11/08/2021,"Apr 08, 2022",Interstellar,Comedy,161,1.0,Web,3.0,spam spam spam spam spam,Credit Card
U0968,australia,standard,15.99,28/04/2021,2023-10-28,Parasite,Romance,9694,1.0,Web,,¡Excelente película!,
U0969,Brazil,Premium,,"Jan 01, 2018",05/05/2020,Coco,Drama,418,,Android,3.0,,PayPal
U0970,France,Premium,-12.0,2023-12-04,29/03/2022,Coco,Comedy,-50,6.47117040143697,IOS,7.0,Boring 😴,card
U0971,australia,standard,25.0,08/09/2022,16/09/2020,the dark knight,Drama,-50,5.413376832255475,iOS,6.0,¡Excelente película!,Debit Card
U0972,South Africa,P,-12.0,2020-04-09,"May 13, 2020",the godfather,Thriller,6036,1.7,Android,5.0,,card
U0973,Germany,prem,15.99,2022-03-28,10-25-2022,spider-man: no way home,Romance,2079,,Smart TV,894.0,Slow pacing but great acting,Credit Card
U0974,Australia,B,8.99,2021-12-11,"Jun 27, 2021",The Godfather,Action,-50,2.8849661963958786,android,195.0,Slow pacing but great acting,Debit Card
U0975,United Stattes,standard,8.99,2023-05-16,2019-08-11,The Godfather,Romance,-50,4.6,android,3.0,spam spam spam spam spam,Debit Card
U0976,United States,Premium,15.99,"Jul 26, 2018",11-13-2023,Inception,Sci-Fi,-50,2.6,android,681.0,Boring 😴,CC
U0977,Canada,prem,12.99,2022-06-19,,Dangal,Romance,381,0.6,ANDRD,9.0,spam spam spam spam spam,PayPal
U0978,India,Basic,25.0,2022-06-16,09-08-2019,Frozen II,Romance,-50,3.1735199380102257,Android,6.0,spam spam spam spam spam,card
U0979,United Stattes,Standard,,"Jun 21, 2020","Dec 25, 2018",The Godfather,Sci-Fi,42,4.016421975589338,Android,5.0,spam spam spam spam spam,Debit Card
U0980,germny,P,12.99,2023-02-26,"Aug 22, 2018",the dark knight,Romance,-50,,IOS,233.0,,Credit Card
U0981,india,B,12.99,2021-09-20,"Nov 10, 2019",dangal,Sci-Fi,2334,,iOS,316.0,Slow pacing but great acting,CC
U0982,Australia,Premium,15.99,2021-01-07,01/02/2022,dangal,"Action, Thriller",271,,Web,3.0,Boring 😴,Credit Card
U0983,United Stattes,prem,15.99,"May 05, 2019",2019-06-14,Interstellar,Drama,7151,1.5,Web,1.0,spam spam spam spam spam,Credit Card
U0984,U.K,standard,12.99,"Apr 07, 2023","Jul 17, 2022",coco,Romance,4802,0.1,Android,7.0,Loved it! ❤️ Best movie ever!,CC
U0985,United States,standard,25.0,31/10/2022,07-01-2019,Frozen II,Action,395,,IOS,648.0,Slow pacing but great acting,CC
U0986,canada,P,-12.0,03-02-2019,2023-06-18,inception,Thriller,389,,ANDRD,,Loved it! ❤️ Best movie ever!,
U0987,United Stattes,Basic,8.99,"Aug 17, 2022",,Avengers: Endgame,Dramma,330,2.8,android,3.0,¡Excelente película!,PayPal
U0988,U.K,Standard,12.99,"May 13, 2018",02-21-2018,Frozen II,Romance,4816,2.7,Android,972.0,Boring 😴,card
U0989,Germany,Standard,15.99,"Jul 19, 2018",,The Dark Knight,Thriller,1088,0.6532418162801878,android,,,PayPal
U0990,United Stattes,Standard,-12.0,"Jan 15, 2021",27/10/2023,avengers: endgame,"Action, Thriller",3911,0.33473548430662614,Web,,Slow pacing but great acting,card
U0991,India,Standard,8.99,11/10/2018,16/05/2023,dangal,Comedy,4617,,Web,261.0,Amazing cinematography!,Credit Card
U0992,South Africa,B,15.99,05/09/2019,10-01-2023,spider-man: no way home,Comedy,466,,Web,,,PayPal
U0993,United Stattes,Standard,15.99,"Mar 17, 2018",2020-07-05,Parasite,Drama,-50,3.0799212636786146,Android,651.0,¡Excelente película!,Debit Card
U0994,India,prem,8.99,10-19-2023,"Oct 01, 2021",frozen ii,Drama,-50,2.4,Web,0.0,,Credit Card
U0995,frnace,P,12.99,"Apr 06, 2023",04/06/2023,Avengers: Endgame,Dramma,299,1.5687159813294977,iOS,4.0,,PayPal
U0996,India,Standard,12.99,14/09/2023,09/12/2021,The Dark Knight,Romance,3883,,Android,886.0,Loved it! ❤️ Best movie ever!,Debit Card
U0997,Australia,B,15.99,14/11/2020,"May 18, 2023",the godfather,Thriller,2136,2.2,android,4.0,Slow pacing but great acting,PayPal
U0998,germny,Premium,25.0,02-08-2023,19/02/2018,The Dark Knight,Sci-Fi,-50,0.5146902356833873,Smart TV,,¡Excelente película!,Credit Card
U0999,United Kingdom,standard,-12.0,"Jul 10, 2022","Feb 17, 2020",the godfather,Action,1491,,ANDRD,,Boring 😴,CC
U1000,United Kingdom,P,12.99,31/10/2022,"Jul 17, 2022",Frozen II,Comedy,-50,4.2,Web,447.0,¡Excelente película!,PayPal
U1001,Australia,Premium,25.0,01-05-2023,10/06/2018,Inception,Romance,427,,android,,spam spam spam spam spam,
U1002,Australia,prem,15.99,20/08/2023,05-17-2019,Spider-Man: No Way Home,Drama,310,,Smart TV,983.0,Amazing cinematography!,CC
U1003,Canada,Standard,25.0,2020-08-17,2022-02-21,Interstellar,Romance,-50,,Android,9.0,Slow pacing but great acting,
U1004,frnace,Premium,,"May 27, 2018",,Avengers: Endgame,"Action, Thriller",3363,3.3865359963779653,Web,10.0,,
U1005,Germany,Premium,-12.0,09-23-2018,"Oct 10, 2021",the dark knight,Dramma,-50,,Android,285.0,Boring 😴,Credit Card
U1006,Japan,B,12.99,"Nov 20, 2020",16/12/2019,the dark knight,Thriller,-50,4.9,Web,,,PayPal
U1007,United Kingdom,prem,15.99,09-25-2021,"Jan 18, 2021",dangal,Romance,-50,1.4148267605015707,IOS,,Slow pacing but great acting,CC
U1008,india,standard,8.99,2018-03-07,06-20-2020,frozen ii,Drama,2457,3.9,android,,Loved it! ❤️ Best movie ever!,Debit Card
U1009,india,Standard,-12.0,07/03/2020,,interstellar,Action,6331,4.5,IOS,,Loved it! ❤️ Best movie ever!,Debit Card
U1010,United Stattes,Premium,15.99,"Apr 25, 2022",07-31-2019,Coco,Comedy,140,-0.7957728781352706,Smart TV,630.0,Slow pacing but great acting,Debit Card
U1011,United Kingdom,Standard,25.0,2019-09-13,06-12-2022,Inception,Dramma,239,,android,834.0,Amazing cinematography!,PayPal
U1012,canada,B,15.99,09-26-2018,"Jan 15, 2021",Interstellar,Comedy,-50,-1.5226131682887023,IOS,,Amazing cinematography!,card
U1013,United Stattes,Basic,-12.0,"Apr 14, 2022",12-08-2022,The Godfather,Action,2338,,Android,,¡Excelente película!,
U1014,United Kingdom,B,12.99,2023-11-08,2021-02-02,coco,Sci-Fi,185,6.988931206191888,ANDRD,8.0,¡Excelente película!,Credit Card
U1015,germny,Standard,15.99,2021-02-08,"Jul 20, 2020",Coco,Romance,5741,4.180903126641358,android,635.0,Slow pacing but great acting,
U1016,U.K,prem,8.99,15/10/2019,2018-01-22,The Dark Knight,Comedy,-50,,iOS,3.0,Boring 😴,CC
U1017,India,standard,8.99,"Apr 18, 2021",01/03/2020,frozen ii,Action,-50,-0.9758573239119082,android,,Slow pacing but great acting,card
U1018,frnace,standard,-12.0,2021-06-17,,interstellar,Dramma,9323,1.2,ANDRD,9.0,Amazing cinematography!,Credit Card
U1019,canada,prem,8.99,"Sep 09, 2020",03-13-2021,parasite,Comedy,-50,0.16367144187516613,Android,557.0,,card
U1020,U.K,Standard,25.0,"Nov 23, 2018","Sep 24, 2018",Interstellar,Sci-Fi,378,6.864069301313398,ANDRD,,Slow pacing but great acting,
U1021,Australia,Basic,,2021-08-28,24/12/2021,Inception,Comedy,-50,1.7,Web,,Slow pacing but great acting,Credit Card
U1022,United Kingdom,standard,12.99,14/02/2021,2020-07-31,spider-man: no way home,Drama,-50,0.5995290902836685,Android,0.0,Loved it! ❤️ Best movie ever!,PayPal
U1023,France,B,-12.0,2020-06-06,12-09-2021,spider-man: no way home,Romance,243,2.5,Web,,¡Excelente película!,PayPal
U1024,australia,P,8.99,"Mar 11, 2022",2021-08-07,interstellar,Drama,4866,4.3539177667693485,Smart TV,4.0,Boring 😴,
U1025,Germany,prem,,"Aug 23, 2020",2020-02-28,inception,Action,132,4.3,IOS,984.0,Loved it! ❤️ Best movie ever!,PayPal
U1026,Canada,Basic,,18/12/2018,24/03/2023,parasite,Action,1218,-0.844955901475724,Smart TV,618.0,Loved it! ❤️ Best movie ever!,PayPal
,Brazil,Standard,-12.0,2019-04-29,"May 03, 2023",Coco,Romance,3123,1.6,Web,,Loved it! ❤️ Best movie ever!,CC
U1028,Japan,prem,,2022-02-02,,Interstellar,Thriller,77,2.1,android,,,card
U1029,Japan,B,12.99,2023-10-01,"Oct 25, 2023",Coco,Thriller,6780,2.4067134621531556,android,,,card
U1030,India,standard,-12.0,"Sep 15, 2020",,Spider-Man: No Way Home,Comedy,-50,3.9,Smart TV,990.0,Loved it! ❤️ Best movie ever!,
U1031,United States,standard,-12.0,2018-04-06,20/10/2020,Frozen II,"Action, Thriller",6477,,Smart TV,,Amazing cinematography!,card
U1032,India,Basic,25.0,"Feb 03, 2021",04-11-2019,coco,Sci-Fi,486,,ANDRD,909.0,spam spam spam spam spam,card
U1033,Japan,Premium,12.99,07-17-2018,14/08/2023,avengers: endgame,Thriller,-50,1.394752749492556,Smart TV,925.0,Boring 😴,Credit Card
U1034,germny,standard,8.99,11-06-2022,2020-05-02,Coco,Drama,-50,,android,808.0,spam spam spam spam spam,PayPal
,India,B,25.0,02-26-2021,05-30-2019,The Godfather,Dramma,6616,4.271625384822925,Web,4.0,Loved it! ❤️ Best movie ever!,Credit Card
U1036,India,Basic,8.99,09-03-2018,"Oct 24, 2022",the godfather,Sci-Fi,6393,,ANDRD,515.0,Loved it! ❤️ Best movie ever!,Debit Card
U1037,Japan,prem,25.0,09-23-2018,"Jul 05, 2020",the godfather,"Action, Thriller",-50,1.0,IOS,447.0,Slow pacing but great acting,CC
U1038,Japan,B,25.0,07/02/2019,,Inception,Drama,2128,,Android,5.0,Boring 😴,Debit Card
U1039,Australia,standard,8.99,10/11/2020,15/12/2023,Interstellar,Sci-Fi,1553,5.70205943155989,IOS,1.0,spam spam spam spam spam,Credit Card
U1040,Australia,Premium,12.99,2023-07-19,2019-07-17,interstellar,Romance,9938,1.8392995570339883,android,,¡Excelente película!,card
U1041,frnace,B,-12.0,25/10/2018,12-03-2022,spider-man: no way home,Drama,9561,3.2,android,,¡Excelente película!,CC
U1042,United Stattes,standard,15.99,2022-11-13,,Parasite,Thriller,6563,-0.534279731549955,IOS,6.0,Boring 😴,Debit Card
U1043,United Stattes,B,8.99,"Mar 28, 2018",06-12-2018,inception,Sci-Fi,374,3.2410036565702027,iOS,10.0,,CC
U1044,U.K,Basic,15.99,"Jul 24, 2018",2023-03-19,Dangal,Dramma,-50,,IOS,868.0,Slow pacing but great acting,PayPal
U1045,U.K,Basic,-12.0,2023-11-11,2023-09-25,Inception,Comedy,159,,Web,288.0,Amazing cinematography!,Debit Card
U1046,United States,prem,12.99,04-08-2021,05-16-2022,dangal,Action,497,,Android,614.0,¡Excelente película!,
U1047,frnace,standard,,"Nov 27, 2018",,inception,Drama,1738,5.607327785876124,Smart TV,,¡Excelente película!,Debit Card
U1048,South Africa,P,12.99,"Oct 14, 2022",2018-12-12,Interstellar,Drama,5045,,Android,4.0,Loved it! ❤️ Best movie ever!,
U1049,germny,Basic,25.0,2019-01-29,02/02/2021,Parasite,Romance,-50,,android,904.0,Loved it! ❤️ Best movie ever!,Debit Card
U1050,United States,prem,12.99,"May 08, 2023",10/01/2023,Dangal,Comedy,2120,4.2,iOS,,Boring 😴,Debit Card
U1051,canada,standard,-12.0,09-16-2019,01-04-2023,interstellar,Sci-Fi,7494,-0.9515789869930287,Web,738.0,spam spam spam spam spam,card
U1052,United Kingdom,B,12.99,2019-10-31,13/05/2022,frozen ii,Drama,7915,1.6,Smart TV,6.0,¡Excelente película!,PayPal
U1053,India,prem,,"Aug 04, 2022",03-27-2022,coco,Sci-Fi,9849,,Android,,,
U1054,France,Basic,8.99,2018-07-25,2018-11-10,interstellar,Thriller,-50,6.127641849566002,iOS,,Loved it! ❤️ Best movie ever!,PayPal
U1055,India,Premium,12.99,11-03-2021,2023-02-10,Coco,Comedy,151,,Android,,Amazing cinematography!,card
U1056,France,standard,-12.0,09-22-2019,02-15-2023,Avengers: Endgame,Romance,3821,4.495126102501607,IOS,0.0,¡Excelente película!,Debit Card
U1057,Japan,prem,8.99,02-17-2018,"Apr 14, 2023",Coco,Romance,7318,6.0035328530834295,Android,3.0,Boring 😴,Credit Card
U1058,germny,P,15.99,"May 19, 2023",03/08/2021,Parasite,Comedy,145,-1.760382240478102,android,8.0,Slow pacing but great acting,Credit Card
U1059,United States,prem,-12.0,"Aug 13, 2021","Sep 24, 2018",Parasite,Romance,-50,5.53548470079661,ANDRD,482.0,Slow pacing but great acting,Credit Card
U1060,india,B,8.99,12-25-2019,2023-05-31,parasite,"Action, Thriller",-50,-0.38323584738898875,android,,spam spam spam spam spam,Debit Card
U1061,United Kingdom,Standard,12.99,2018-01-28,02-17-2019,inception,Comedy,-50,3.4,Web,446.0,¡Excelente película!,card
U1062,india,Basic,8.99,2020-08-02,05-03-2019,Parasite,Sci-Fi,-50,0.8,IOS,5.0,,CC
U1063,frnace,standard,8.99,2020-03-19,08/06/2019,Parasite,Dramma,5231,,IOS,,Slow pacing but great acting,Debit Card
U1064,Germany,Basic,25.0,2022-02-06,25/04/2020,inception,Comedy,17,4.8,iOS,708.0,spam spam spam spam spam,PayPal
U1065,U.K,Basic,,"Oct 31, 2023",05/08/2023,parasite,Dramma,56,-1.7661129470791783,Web,5.0,Amazing cinematography!,Credit Card
U1066,France,Basic,25.0,"Jan 14, 2019",23/05/2018,parasite,"Action, Thriller",-50,0.4,IOS,,¡Excelente película!,card
U1067,Australia,Standard,,"Nov 24, 2021","Jun 10, 2021",Coco,Action,9326,-1.3779676089288517,Smart TV,235.0,,
U1068,United States,Basic,-12.0,31/12/2019,2020-11-07,inception,Drama,-50,,ANDRD,,Boring 😴,
U1069,South Africa,Basic,-12.0,06-24-2021,2022-01-05,parasite,Action,-50,3.6,Android,5.0,¡Excelente película!,Debit Card
U1070,Brazil,standard,25.0,"Apr 02, 2023",06-24-2023,Spider-Man: No Way Home,Romance,9508,5.927381030264449,android,8.0,Slow pacing but great acting,
U1071,india,Premium,25.0,2020-12-17,2019-08-26,avengers: endgame,Action,210,3.3629198995711587,IOS,,¡Excelente película!,CC
U1072,frnace,Basic,15.99,01-12-2021,03-22-2020,The Dark Knight,Romance,384,,Smart TV,,spam spam spam spam spam,Credit Card
U1073,U.K,prem,8.99,04/09/2023,2019-11-24,Spider-Man: No Way Home,Comedy,8758,3.4,Android,0.0,Loved it! ❤️ Best movie ever!,PayPal
U1074,Germany,standard,8.99,01-12-2020,2023-05-13,the godfather,Action,-50,-1.3587977099057467,IOS,8.0,Amazing cinematography!,
U1075,France,prem,-12.0,2018-11-05,15/03/2020,Frozen II,Thriller,2610,,Android,,spam spam spam spam spam,Debit Card
U1076,Brazil,P,15.99,2018-12-05,"Sep 28, 2019",interstellar,Action,7241,2.5555667541865823,Web,5.0,¡Excelente película!,Credit Card
U1077,United Stattes,P,12.99,"Jul 13, 2019",09/01/2018,spider-man: no way home,Romance,2678,4.0,Android,939.0,spam spam spam spam spam,CC
U1078,France,standard,15.99,09/08/2020,,Parasite,Thriller,296,1.6,Web,293.0,,card
U1079,United Stattes,B,-12.0,10/12/2020,"Aug 16, 2020",the dark knight,Sci-Fi,8761,0.3,Web,9.0,spam spam spam spam spam,
U1080,Brazil,prem,15.99,"Aug 17, 2019",,Frozen II,Comedy,-50,,Web,636.0,¡Excelente película!,Credit Card
U1081,U.K,Basic,-12.0,"Jun 15, 2023",01/12/2020,interstellar,Drama,412,1.4,Smart TV,119.0,spam spam spam spam spam,card
U1082,Canada,B,,08-13-2018,"Feb 02, 2021",Parasite,Thriller,188,3.1664819897480836,Smart TV,10.0,spam spam spam spam spam,Credit Card
U1083,South Africa,P,25.0,07/06/2021,"Dec 16, 2021",Interstellar,Sci-Fi,331,0.6,iOS,191.0,Slow pacing but great acting,card
U1084,australia,Standard,25.0,28/09/2022,19/05/2019,dangal,Dramma,208,3.331187234736361,Smart TV,,Amazing cinematography!,Debit Card
U1085,United States,standard,-12.0,08-19-2020,"Apr 26, 2019",Inception,Sci-Fi,-50,0.8165679249296103,ANDRD,,¡Excelente película!,PayPal
U1086,australia,standard,8.99,02-27-2022,2020-03-26,dangal,Thriller,9412,5.0,iOS,265.0,¡Excelente película!,card
U1087,frnace,B,8.99,03-24-2020,01-28-2020,the dark knight,Dramma,-50,3.2,ANDRD,8.0,¡Excelente película!,CC
U1088,U.K,Basic,8.99,14/11/2020,2018-11-23,the dark knight,"Action, Thriller",4893,,Smart TV,,Boring 😴,PayPal
U1089,France,P,25.0,10/01/2019,30/03/2018,Frozen II,Sci-Fi,-50,4.0,Android,,Boring 😴,PayPal
U1090,Germany,Standard,-12.0,2023-11-11,03/12/2021,coco,Comedy,-50,3.5,Web,327.0,¡Excelente película!,card
U1091,Canada,B,,2019-04-26,2023-09-16,Parasite,Thriller,-50,2.2,Web,,spam spam spam spam spam,Credit Card
U1092,India,Basic,,07-07-2021,15/08/2018,The Dark Knight,"Action, Thriller",2212,,Smart TV,,Boring 😴,CC
U1093,U.K,P,15.99,"May 09, 2023",2022-08-18,Parasite,Thriller,-50,,Android,4.0,Loved it! ❤️ Best movie ever!,
U1094,Canada,standard,25.0,2021-02-06,2023-06-26,inception,Sci-Fi,-50,1.863961212599012,android,,spam spam spam spam spam,Credit Card
U1095,France,B,8.99,2022-02-27,02/10/2023,the dark knight,Dramma,4030,3.3,Smart TV,,Boring 😴,CC
U1096,France,Standard,15.99,05-13-2020,06-16-2020,The Godfather,Dramma,288,,android,614.0,Boring 😴,PayPal
U1097,South Africa,standard,25.0,18/02/2022,16/11/2020,Parasite,Drama,1838,0.4,IOS,6.0,Loved it! ❤️ Best movie ever!,PayPal
U1098,France,Basic,8.99,06/10/2019,2020-04-21,The Dark Knight,Romance,193,,ANDRD,764.0,¡Excelente película!,PayPal
U1099,South Africa,standard,-12.0,04-12-2023,2023-08-08,avengers: endgame,Action,-50,1.1561307595660892,android,2.0,Amazing cinematography!,PayPal
U1100,india,P,-12.0,27/02/2018,2019-12-29,avengers: endgame,Drama,-50,,iOS,9.0,Boring 😴,CC
U1101,australia,prem,8.99,21/07/2023,"Oct 18, 2019",Inception,"Action, Thriller",-50,0.6,Android,,Boring 😴,Debit Card
U1102,India,standard,-12.0,"Apr 26, 2019",11-04-2022,Coco,Comedy,-50,,Web,,Loved it! ❤️ Best movie ever!,
U1103,Japan,Standard,25.0,02/08/2021,"Mar 30, 2018",interstellar,Sci-Fi,7587,,iOS,792.0,Amazing cinematography!,Debit Card
U1104,Brazil,B,15.99,02/08/2021,10-04-2018,The Godfather,Drama,5203,2.60855541239812,Smart TV,7.0,,Credit Card
U1105,France,prem,25.0,21/06/2020,01/08/2022,parasite,Comedy,7328,1.3,Web,,Amazing cinematography!,Credit Card
U1106,frnace,B,8.99,15/02/2021,14/08/2018,coco,Dramma,-50,,ANDRD,,spam spam spam spam spam,Credit Card
